,Unnamed: 0,Country/Region,dates,confirmed_cases,iso_code
0,0,Afghanistan,2020-01-22,0,AFG
1,1,Afghanistan,2020-01-23,0,AFG
2,2,Afghanistan,2020-01-24,0,AFG
3,3,Afghanistan,2020-01-25,0,AFG
4,4,Afghanistan,2020-01-26,0,AFG
5,5,Afghanistan,2020-01-27,0,AFG
6,6,Afghanistan,2020-01-28,0,AFG
7,7,Afghanistan,2020-01-29,0,AFG
8,8,Afghanistan,2020-01-30,0,AFG
9,9,Afghanistan,2020-01-31,0,AFG
10,10,Afghanistan,2020-02-01,0,AFG
11,11,Afghanistan,2020-02-02,0,AFG
12,12,Afghanistan,2020-02-03,0,AFG
13,13,Afghanistan,2020-02-04,0,AFG
14,14,Afghanistan,2020-02-05,0,AFG
15,15,Afghanistan,2020-02-06,0,AFG
16,16,Afghanistan,2020-02-07,0,AFG
17,17,Afghanistan,2020-02-08,0,AFG
18,18,Afghanistan,2020-02-09,0,AFG
19,19,Afghanistan,2020-02-10,0,AFG
20,20,Afghanistan,2020-02-11,0,AFG
21,21,Afghanistan,2020-02-12,0,AFG
22,22,Afghanistan,2020-02-13,0,AFG
23,23,Afghanistan,2020-02-14,0,AFG
24,24,Afghanistan,2020-02-15,0,AFG
25,25,Afghanistan,2020-02-16,0,AFG
26,26,Afghanistan,2020-02-17,0,AFG
27,27,Afghanistan,2020-02-18,0,AFG
28,28,Afghanistan,2020-02-19,0,AFG
29,29,Afghanistan,2020-02-20,0,AFG
30,30,Afghanistan,2020-02-21,0,AFG
31,31,Afghanistan,2020-02-22,0,AFG
32,32,Afghanistan,2020-02-23,0,AFG
33,33,Afghanistan,2020-02-24,5,AFG
34,34,Afghanistan,2020-02-25,5,AFG
35,35,Afghanistan,2020-02-26,5,AFG
36,36,Afghanistan,2020-02-27,5,AFG
37,37,Afghanistan,2020-02-28,5,AFG
38,38,Afghanistan,2020-02-29,5,AFG
39,39,Afghanistan,2020-03-01,5,AFG
40,40,Afghanistan,2020-03-02,5,AFG
41,41,Afghanistan,2020-03-03,5,AFG
42,42,Afghanistan,2020-03-04,5,AFG
43,43,Afghanistan,2020-03-05,5,AFG
44,44,Afghanistan,2020-03-06,5,AFG
45,45,Afghanistan,2020-03-07,8,AFG
46,46,Afghanistan,2020-03-08,8,AFG
47,47,Afghanistan,2020-03-09,8,AFG
48,48,Afghanistan,2020-03-10,8,AFG
49,49,Afghanistan,2020-03-11,11,AFG
50,50,Afghanistan,2020-03-12,11,AFG
51,51,Afghanistan,2020-03-13,11,AFG
52,52,Afghanistan,2020-03-14,14,AFG
53,53,Afghanistan,2020-03-15,20,AFG
54,54,Afghanistan,2020-03-16,25,AFG
55,55,Afghanistan,2020-03-17,26,AFG
56,56,Afghanistan,2020-03-18,26,AFG
57,57,Afghanistan,2020-03-19,26,AFG
58,58,Afghanistan,2020-03-20,24,AFG
59,59,Afghanistan,2020-03-21,24,AFG
60,60,Afghanistan,2020-03-22,34,AFG
61,61,Afghanistan,2020-03-23,40,AFG
62,62,Afghanistan,2020-03-24,42,AFG
63,63,Afghanistan,2020-03-25,74,AFG
64,64,Afghanistan,2020-03-26,80,AFG
65,65,Afghanistan,2020-03-27,91,AFG
66,66,Afghanistan,2020-03-28,106,AFG
67,67,Afghanistan,2020-03-29,114,AFG
68,68,Afghanistan,2020-03-30,114,AFG
69,69,Afghanistan,2020-03-31,166,AFG
70,70,Afghanistan,2020-04-01,192,AFG
71,71,Afghanistan,2020-04-02,235,AFG
72,72,Afghanistan,2020-04-03,269,AFG
73,73,Afghanistan,2020-04-04,270,AFG
74,74,Afghanistan,2020-04-05,299,AFG
75,75,Afghanistan,2020-04-06,337,AFG
76,76,Afghanistan,2020-04-07,367,AFG
77,77,Afghanistan,2020-04-08,423,AFG
78,78,Afghanistan,2020-04-09,444,AFG
79,79,Afghanistan,2020-04-10,521,AFG
80,80,Afghanistan,2020-04-11,521,AFG
81,81,Afghanistan,2020-04-12,555,AFG
82,82,Afghanistan,2020-04-13,607,AFG
83,83,Afghanistan,2020-04-14,665,AFG
84,84,Afghanistan,2020-04-15,770,AFG
85,85,Afghanistan,2020-04-16,794,AFG
86,86,Afghanistan,2020-04-17,845,AFG
87,87,Afghanistan,2020-04-18,908,AFG
88,88,Afghanistan,2020-04-19,933,AFG
89,89,Afghanistan,2020-04-20,996,AFG
90,90,Afghanistan,2020-04-21,1026,AFG
91,91,Afghanistan,2020-04-22,1092,AFG
92,92,Afghanistan,2020-04-23,1176,AFG
93,93,Afghanistan,2020-04-24,1226,AFG
94,94,Afghanistan,2020-04-25,1330,AFG
95,95,Afghanistan,2020-04-26,1463,AFG
96,96,Afghanistan,2020-04-27,1531,AFG
97,97,Afghanistan,2020-04-28,1703,AFG
98,98,Afghanistan,2020-04-29,1827,AFG
99,99,Afghanistan,2020-04-30,1827,AFG
100,100,Afghanistan,2020-05-01,2171,AFG
101,101,Afghanistan,2020-05-02,2469,AFG
102,102,Afghanistan,2020-05-03,2469,AFG
103,103,Afghanistan,2020-05-04,2469,AFG
104,104,Afghanistan,2020-05-05,2469,AFG
105,105,Afghanistan,2020-05-06,3224,AFG
106,106,Afghanistan,2020-05-07,3392,AFG
107,107,Afghanistan,2020-05-08,3563,AFG
108,108,Afghanistan,2020-05-09,3563,AFG
109,109,Afghanistan,2020-05-10,4402,AFG
110,110,Afghanistan,2020-05-11,4664,AFG
111,111,Afghanistan,2020-05-12,4967,AFG
112,112,Afghanistan,2020-05-13,4967,AFG
113,113,Afghanistan,2020-05-14,5339,AFG
114,114,Afghanistan,2020-05-15,6053,AFG
115,115,Afghanistan,2020-05-16,6402,AFG
116,116,Afghanistan,2020-05-17,6635,AFG
117,117,Afghanistan,2020-05-18,7072,AFG
118,118,Afghanistan,2020-05-19,7655,AFG
119,119,Afghanistan,2020-05-20,8145,AFG
120,120,Afghanistan,2020-05-21,8676,AFG
121,121,Afghanistan,2020-05-22,9216,AFG
122,122,Afghanistan,2020-05-23,9952,AFG
123,123,Afghanistan,2020-05-24,10668,AFG
124,124,Afghanistan,2020-05-25,11180,AFG
125,125,Afghanistan,2020-05-26,11917,AFG
126,126,Afghanistan,2020-05-27,12465,AFG
127,127,Afghanistan,2020-05-28,13102,AFG
128,128,Afghanistan,2020-05-29,13745,AFG
129,129,Afghanistan,2020-05-30,14529,AFG
130,130,Afghanistan,2020-05-31,15180,AFG
131,131,Afghanistan,2020-06-01,15836,AFG
132,132,Afghanistan,2020-06-02,16578,AFG
133,133,Afghanistan,2020-06-03,17353,AFG
134,134,Afghanistan,2020-06-04,17977,AFG
135,135,Afghanistan,2020-06-05,19055,AFG
136,136,Afghanistan,2020-06-06,19637,AFG
137,137,Afghanistan,2020-06-07,20428,AFG
138,138,Afghanistan,2020-06-08,21003,AFG
139,139,Afghanistan,2020-06-09,21308,AFG
140,140,Afghanistan,2020-06-10,22228,AFG
141,141,Afghanistan,2020-06-11,22976,AFG
142,142,Afghanistan,2020-06-12,23632,AFG
143,143,Afghanistan,2020-06-13,24188,AFG
144,144,Afghanistan,2020-06-14,24852,AFG
145,145,Afghanistan,2020-06-15,25613,AFG
146,146,Afghanistan,2020-06-16,25719,AFG
147,147,Afghanistan,2020-06-17,26960,AFG
148,148,Afghanistan,2020-06-18,27423,AFG
149,149,Afghanistan,2020-06-19,27964,AFG
150,150,Afghanistan,2020-06-20,28383,AFG
151,151,Afghanistan,2020-06-21,28919,AFG
152,152,Afghanistan,2020-06-22,29229,AFG
153,153,Afghanistan,2020-06-23,29567,AFG
154,154,Afghanistan,2020-06-24,29726,AFG
155,155,Afghanistan,2020-06-25,30261,AFG
156,156,Afghanistan,2020-06-26,30346,AFG
157,157,Afghanistan,2020-06-27,30702,AFG
158,158,Afghanistan,2020-06-28,31053,AFG
159,159,Afghanistan,2020-06-29,31324,AFG
160,160,Afghanistan,2020-06-30,31445,AFG
161,161,Afghanistan,2020-07-01,31848,AFG
162,162,Afghanistan,2020-07-02,32108,AFG
163,163,Afghanistan,2020-07-03,32410,AFG
164,164,Afghanistan,2020-07-04,32758,AFG
165,165,Afghanistan,2020-07-05,33037,AFG
166,166,Afghanistan,2020-07-06,33150,AFG
167,167,Afghanistan,2020-07-07,33470,AFG
168,168,Afghanistan,2020-07-08,33680,AFG
169,169,Afghanistan,2020-07-09,33739,AFG
170,170,Afghanistan,2020-07-10,34280,AFG
171,171,Afghanistan,2020-07-11,34437,AFG
172,172,Afghanistan,2020-07-12,34537,AFG
173,173,Afghanistan,2020-07-13,34541,AFG
174,174,Afghanistan,2020-07-14,34826,AFG
175,175,Afghanistan,2020-07-15,35026,AFG
176,176,Afghanistan,2020-07-16,35156,AFG
177,177,Afghanistan,2020-07-17,35315,AFG
178,178,Afghanistan,2020-07-18,35375,AFG
179,179,Afghanistan,2020-07-19,35561,AFG
180,180,Afghanistan,2020-07-20,35595,AFG
181,181,Afghanistan,2020-07-21,35701,AFG
182,182,Afghanistan,2020-07-22,35813,AFG
183,183,Afghanistan,2020-07-23,36001,AFG
184,184,Afghanistan,2020-07-24,36067,AFG
185,185,Afghanistan,2020-07-25,36122,AFG
186,186,Afghanistan,2020-07-26,36243,AFG
187,187,Afghanistan,2020-07-27,36349,AFG
188,188,Afghanistan,2020-07-28,36454,AFG
189,189,Afghanistan,2020-07-29,36557,AFG
190,190,Afghanistan,2020-07-30,36628,AFG
191,191,Afghanistan,2020-07-31,36628,AFG
192,192,Afghanistan,2020-08-01,36796,AFG
193,193,Afghanistan,2020-08-02,36796,AFG
194,194,Afghanistan,2020-08-03,36796,AFG
195,195,Afghanistan,2020-08-04,36833,AFG
196,196,Afghanistan,2020-08-05,36915,AFG
197,197,Afghanistan,2020-08-06,36982,AFG
198,198,Afghanistan,2020-08-07,37023,AFG
199,199,Afghanistan,2020-08-08,37101,AFG
200,200,Afghanistan,2020-08-09,37140,AFG
201,201,Afghanistan,2020-08-10,37140,AFG
202,202,Afghanistan,2020-08-11,37355,AFG
203,203,Afghanistan,2020-08-12,37431,AFG
204,204,Afghanistan,2020-08-13,37510,AFG
205,205,Afghanistan,2020-08-14,37517,AFG
206,206,Afghanistan,2020-08-15,37637,AFG
207,207,Afghanistan,2020-08-16,37682,AFG
208,208,Afghanistan,2020-08-17,37682,AFG
209,209,Afghanistan,2020-08-18,37685,AFG
210,210,Afghanistan,2020-08-19,37685,AFG
211,211,Afghanistan,2020-08-20,37845,AFG
212,212,Afghanistan,2020-08-21,37942,AFG
213,213,Afghanistan,2020-08-22,37980,AFG
214,214,Afghanistan,2020-08-23,38039,AFG
215,215,Afghanistan,2020-08-24,38085,AFG
216,216,Afghanistan,2020-08-25,38156,AFG
217,217,Afghanistan,2020-08-26,38199,AFG
218,218,Afghanistan,2020-08-27,38215,AFG
219,219,Afghanistan,2020-08-28,38226,AFG
220,220,Afghanistan,2020-08-29,38229,AFG
221,221,Afghanistan,2020-08-30,38229,AFG
222,222,Afghanistan,2020-08-31,38248,AFG
223,223,Afghanistan,2020-09-01,38282,AFG
224,224,Afghanistan,2020-09-02,38329,AFG
225,225,Afghanistan,2020-09-03,38374,AFG
226,226,Afghanistan,2020-09-04,38374,AFG
227,227,Afghanistan,2020-09-05,38390,AFG
228,228,Afghanistan,2020-09-06,38484,AFG
229,229,Afghanistan,2020-09-07,38580,AFG
230,230,Afghanistan,2020-09-08,38606,AFG
231,231,Afghanistan,2020-09-09,38630,AFG
232,232,Afghanistan,2020-09-10,38658,AFG
233,233,Afghanistan,2020-09-11,38692,AFG
234,234,Afghanistan,2020-09-12,38727,AFG
235,235,Afghanistan,2020-09-13,38802,AFG
236,236,Afghanistan,2020-09-14,38858,AFG
237,237,Afghanistan,2020-09-15,38901,AFG
238,238,Afghanistan,2020-09-16,38941,AFG
239,239,Afghanistan,2020-09-17,38958,AFG
240,240,Afghanistan,2020-09-18,38969,AFG
241,241,Afghanistan,2020-09-19,39005,AFG
242,242,Afghanistan,2020-09-20,39130,AFG
243,243,Afghanistan,2020-09-21,39160,AFG
244,244,Afghanistan,2020-09-22,39182,AFG
245,245,Afghanistan,2020-09-23,39231,AFG
246,246,Afghanistan,2020-09-24,39256,AFG
247,247,Afghanistan,2020-09-25,39272,AFG
248,248,Afghanistan,2020-09-26,39278,AFG
249,249,Afghanistan,2020-09-27,39313,AFG
250,250,Afghanistan,2020-09-28,39325,AFG
251,251,Afghanistan,2020-09-29,39340,AFG
252,252,Afghanistan,2020-09-30,39354,AFG
253,253,Afghanistan,2020-10-01,39371,AFG
254,254,Afghanistan,2020-10-02,39376,AFG
255,255,Afghanistan,2020-10-03,39383,AFG
256,256,Afghanistan,2020-10-04,39427,AFG
257,257,Afghanistan,2020-10-05,39508,AFG
258,258,Afghanistan,2020-10-06,39572,AFG
259,259,Afghanistan,2020-10-07,39634,AFG
260,260,Afghanistan,2020-10-08,39702,AFG
261,261,Afghanistan,2020-10-09,39779,AFG
262,262,Afghanistan,2020-10-10,39789,AFG
263,263,Afghanistan,2020-10-11,39885,AFG
264,264,Afghanistan,2020-10-12,39956,AFG
265,265,Afghanistan,2020-10-13,40014,AFG
266,266,Afghanistan,2020-10-14,40080,AFG
267,267,Afghanistan,2020-10-15,40112,AFG
268,268,Afghanistan,2020-10-16,40159,AFG
269,269,Afghanistan,2020-10-17,40227,AFG
270,270,Afghanistan,2020-10-18,40286,AFG
271,271,Afghanistan,2020-10-19,40373,AFG
272,272,Afghanistan,2020-10-20,40461,AFG
273,273,Afghanistan,2020-10-21,40461,AFG
274,274,Afghanistan,2020-10-22,40510,AFG
275,275,Afghanistan,2020-10-23,40626,AFG
276,276,Afghanistan,2020-10-24,40687,AFG
277,277,Afghanistan,2020-10-25,40768,AFG
278,278,Afghanistan,2020-10-26,40833,AFG
279,279,Afghanistan,2020-10-27,40937,AFG
280,280,Afghanistan,2020-10-28,41032,AFG
281,281,Afghanistan,2020-10-29,41145,AFG
282,282,Afghanistan,2020-10-30,41268,AFG
283,283,Afghanistan,2020-10-31,41334,AFG
284,284,Afghanistan,2020-11-01,41425,AFG
285,285,Afghanistan,2020-11-02,41501,AFG
286,286,Afghanistan,2020-11-03,41633,AFG
287,287,Afghanistan,2020-11-04,41728,AFG
288,288,Afghanistan,2020-11-05,41814,AFG
289,289,Afghanistan,2020-11-06,41935,AFG
290,290,Afghanistan,2020-11-07,41975,AFG
291,291,Afghanistan,2020-11-08,42033,AFG
292,292,Afghanistan,2020-11-09,42159,AFG
293,293,Afghanistan,2020-11-10,42297,AFG
294,294,Afghanistan,2020-11-11,42463,AFG
295,295,Afghanistan,2020-11-12,42609,AFG
296,296,Afghanistan,2020-11-13,42795,AFG
297,297,Afghanistan,2020-11-14,42969,AFG
298,298,Afghanistan,2020-11-15,43035,AFG
299,299,Afghanistan,2020-11-16,43240,AFG
300,300,Afghanistan,2020-11-17,43403,AFG
301,301,Afghanistan,2020-11-18,43628,AFG
302,302,Afghanistan,2020-11-19,43851,AFG
303,303,Afghanistan,2020-11-20,44228,AFG
304,304,Afghanistan,2020-11-21,44443,AFG
305,305,Afghanistan,2020-11-22,44503,AFG
306,306,Afghanistan,2020-11-23,44706,AFG
307,307,Afghanistan,2020-11-24,44988,AFG
308,308,Afghanistan,2020-11-25,45278,AFG
309,309,Afghanistan,2020-11-26,45490,AFG
310,310,Afghanistan,2020-11-27,45716,AFG
311,311,Afghanistan,2020-11-28,45839,AFG
312,312,Afghanistan,2020-11-29,45966,AFG
313,313,Afghanistan,2020-11-30,46215,AFG
314,314,Afghanistan,2020-12-01,46498,AFG
780,780,Albania,2020-01-22,0,ALB
781,781,Albania,2020-01-23,0,ALB
782,782,Albania,2020-01-24,0,ALB
783,783,Albania,2020-01-25,0,ALB
784,784,Albania,2020-01-26,0,ALB
785,785,Albania,2020-01-27,0,ALB
786,786,Albania,2020-01-28,0,ALB
787,787,Albania,2020-01-29,0,ALB
788,788,Albania,2020-01-30,0,ALB
789,789,Albania,2020-01-31,0,ALB
790,790,Albania,2020-02-01,0,ALB
791,791,Albania,2020-02-02,0,ALB
792,792,Albania,2020-02-03,0,ALB
793,793,Albania,2020-02-04,0,ALB
794,794,Albania,2020-02-05,0,ALB
795,795,Albania,2020-02-06,0,ALB
796,796,Albania,2020-02-07,0,ALB
797,797,Albania,2020-02-08,0,ALB
798,798,Albania,2020-02-09,0,ALB
799,799,Albania,2020-02-10,0,ALB
800,800,Albania,2020-02-11,0,ALB
801,801,Albania,2020-02-12,0,ALB
802,802,Albania,2020-02-13,0,ALB
803,803,Albania,2020-02-14,0,ALB
804,804,Albania,2020-02-15,0,ALB
805,805,Albania,2020-02-16,0,ALB
806,806,Albania,2020-02-17,0,ALB
807,807,Albania,2020-02-18,0,ALB
808,808,Albania,2020-02-19,0,ALB
809,809,Albania,2020-02-20,0,ALB
810,810,Albania,2020-02-21,0,ALB
811,811,Albania,2020-02-22,0,ALB
812,812,Albania,2020-02-23,0,ALB
813,813,Albania,2020-02-24,0,ALB
814,814,Albania,2020-02-25,0,ALB
815,815,Albania,2020-02-26,0,ALB
816,816,Albania,2020-02-27,0,ALB
817,817,Albania,2020-02-28,0,ALB
818,818,Albania,2020-02-29,0,ALB
819,819,Albania,2020-03-01,0,ALB
820,820,Albania,2020-03-02,0,ALB
821,821,Albania,2020-03-03,0,ALB
822,822,Albania,2020-03-04,0,ALB
823,823,Albania,2020-03-05,0,ALB
824,824,Albania,2020-03-06,0,ALB
825,825,Albania,2020-03-07,0,ALB
826,826,Albania,2020-03-08,0,ALB
827,827,Albania,2020-03-09,2,ALB
828,828,Albania,2020-03-10,10,ALB
829,829,Albania,2020-03-11,12,ALB
830,830,Albania,2020-03-12,23,ALB
831,831,Albania,2020-03-13,33,ALB
832,832,Albania,2020-03-14,38,ALB
833,833,Albania,2020-03-15,42,ALB
834,834,Albania,2020-03-16,51,ALB
835,835,Albania,2020-03-17,55,ALB
836,836,Albania,2020-03-18,59,ALB
837,837,Albania,2020-03-19,64,ALB
838,838,Albania,2020-03-20,70,ALB
839,839,Albania,2020-03-21,76,ALB
840,840,Albania,2020-03-22,89,ALB
841,841,Albania,2020-03-23,104,ALB
842,842,Albania,2020-03-24,123,ALB
843,843,Albania,2020-03-25,146,ALB
844,844,Albania,2020-03-26,174,ALB
845,845,Albania,2020-03-27,186,ALB
846,846,Albania,2020-03-28,197,ALB
847,847,Albania,2020-03-29,212,ALB
848,848,Albania,2020-03-30,223,ALB
849,849,Albania,2020-03-31,243,ALB
850,850,Albania,2020-04-01,259,ALB
851,851,Albania,2020-04-02,277,ALB
852,852,Albania,2020-04-03,304,ALB
853,853,Albania,2020-04-04,333,ALB
854,854,Albania,2020-04-05,361,ALB
855,855,Albania,2020-04-06,377,ALB
856,856,Albania,2020-04-07,383,ALB
857,857,Albania,2020-04-08,400,ALB
858,858,Albania,2020-04-09,409,ALB
859,859,Albania,2020-04-10,416,ALB
860,860,Albania,2020-04-11,433,ALB
861,861,Albania,2020-04-12,446,ALB
862,862,Albania,2020-04-13,467,ALB
863,863,Albania,2020-04-14,475,ALB
864,864,Albania,2020-04-15,494,ALB
865,865,Albania,2020-04-16,518,ALB
866,866,Albania,2020-04-17,539,ALB
867,867,Albania,2020-04-18,548,ALB
868,868,Albania,2020-04-19,562,ALB
869,869,Albania,2020-04-20,584,ALB
870,870,Albania,2020-04-21,609,ALB
871,871,Albania,2020-04-22,634,ALB
872,872,Albania,2020-04-23,663,ALB
873,873,Albania,2020-04-24,678,ALB
874,874,Albania,2020-04-25,712,ALB
875,875,Albania,2020-04-26,726,ALB
876,876,Albania,2020-04-27,736,ALB
877,877,Albania,2020-04-28,750,ALB
878,878,Albania,2020-04-29,766,ALB
879,879,Albania,2020-04-30,773,ALB
880,880,Albania,2020-05-01,782,ALB
881,881,Albania,2020-05-02,789,ALB
882,882,Albania,2020-05-03,795,ALB
883,883,Albania,2020-05-04,803,ALB
884,884,Albania,2020-05-05,820,ALB
885,885,Albania,2020-05-06,832,ALB
886,886,Albania,2020-05-07,842,ALB
887,887,Albania,2020-05-08,850,ALB
888,888,Albania,2020-05-09,856,ALB
889,889,Albania,2020-05-10,868,ALB
890,890,Albania,2020-05-11,872,ALB
891,891,Albania,2020-05-12,876,ALB
892,892,Albania,2020-05-13,880,ALB
893,893,Albania,2020-05-14,898,ALB
894,894,Albania,2020-05-15,916,ALB
895,895,Albania,2020-05-16,933,ALB
896,896,Albania,2020-05-17,946,ALB
897,897,Albania,2020-05-18,948,ALB
898,898,Albania,2020-05-19,949,ALB
899,899,Albania,2020-05-20,964,ALB
900,900,Albania,2020-05-21,969,ALB
901,901,Albania,2020-05-22,981,ALB
902,902,Albania,2020-05-23,989,ALB
903,903,Albania,2020-05-24,998,ALB
904,904,Albania,2020-05-25,1004,ALB
905,905,Albania,2020-05-26,1029,ALB
906,906,Albania,2020-05-27,1050,ALB
907,907,Albania,2020-05-28,1076,ALB
908,908,Albania,2020-05-29,1099,ALB
909,909,Albania,2020-05-30,1122,ALB
910,910,Albania,2020-05-31,1137,ALB
911,911,Albania,2020-06-01,1143,ALB
912,912,Albania,2020-06-02,1164,ALB
913,913,Albania,2020-06-03,1184,ALB
914,914,Albania,2020-06-04,1197,ALB
915,915,Albania,2020-06-05,1212,ALB
916,916,Albania,2020-06-06,1232,ALB
917,917,Albania,2020-06-07,1246,ALB
918,918,Albania,2020-06-08,1263,ALB
919,919,Albania,2020-06-09,1299,ALB
920,920,Albania,2020-06-10,1341,ALB
921,921,Albania,2020-06-11,1385,ALB
922,922,Albania,2020-06-12,1416,ALB
923,923,Albania,2020-06-13,1464,ALB
924,924,Albania,2020-06-14,1521,ALB
925,925,Albania,2020-06-15,1590,ALB
926,926,Albania,2020-06-16,1672,ALB
927,927,Albania,2020-06-17,1722,ALB
928,928,Albania,2020-06-18,1788,ALB
929,929,Albania,2020-06-19,1838,ALB
930,930,Albania,2020-06-20,1891,ALB
931,931,Albania,2020-06-21,1962,ALB
932,932,Albania,2020-06-22,1995,ALB
933,933,Albania,2020-06-23,2047,ALB
934,934,Albania,2020-06-24,2114,ALB
935,935,Albania,2020-06-25,2192,ALB
936,936,Albania,2020-06-26,2269,ALB
937,937,Albania,2020-06-27,2330,ALB
938,938,Albania,2020-06-28,2402,ALB
939,939,Albania,2020-06-29,2466,ALB
940,940,Albania,2020-06-30,2535,ALB
941,941,Albania,2020-07-01,2580,ALB
942,942,Albania,2020-07-02,2662,ALB
943,943,Albania,2020-07-03,2752,ALB
944,944,Albania,2020-07-04,2819,ALB
945,945,Albania,2020-07-05,2893,ALB
946,946,Albania,2020-07-06,2964,ALB
947,947,Albania,2020-07-07,3038,ALB
948,948,Albania,2020-07-08,3106,ALB
949,949,Albania,2020-07-09,3188,ALB
950,950,Albania,2020-07-10,3278,ALB
951,951,Albania,2020-07-11,3371,ALB
952,952,Albania,2020-07-12,3454,ALB
953,953,Albania,2020-07-13,3571,ALB
954,954,Albania,2020-07-14,3667,ALB
955,955,Albania,2020-07-15,3752,ALB
956,956,Albania,2020-07-16,3851,ALB
957,957,Albania,2020-07-17,3906,ALB
958,958,Albania,2020-07-18,4008,ALB
959,959,Albania,2020-07-19,4090,ALB
960,960,Albania,2020-07-20,4171,ALB
961,961,Albania,2020-07-21,4290,ALB
962,962,Albania,2020-07-22,4358,ALB
963,963,Albania,2020-07-23,4466,ALB
964,964,Albania,2020-07-24,4570,ALB
965,965,Albania,2020-07-25,4637,ALB
966,966,Albania,2020-07-26,4763,ALB
967,967,Albania,2020-07-27,4880,ALB
968,968,Albania,2020-07-28,4997,ALB
969,969,Albania,2020-07-29,5105,ALB
970,970,Albania,2020-07-30,5197,ALB
971,971,Albania,2020-07-31,5276,ALB
972,972,Albania,2020-08-01,5396,ALB
973,973,Albania,2020-08-02,5519,ALB
974,974,Albania,2020-08-03,5620,ALB
975,975,Albania,2020-08-04,5750,ALB
976,976,Albania,2020-08-05,5889,ALB
977,977,Albania,2020-08-06,6016,ALB
978,978,Albania,2020-08-07,6151,ALB
979,979,Albania,2020-08-08,6275,ALB
980,980,Albania,2020-08-09,6411,ALB
981,981,Albania,2020-08-10,6536,ALB
982,982,Albania,2020-08-11,6676,ALB
983,983,Albania,2020-08-12,6817,ALB
984,984,Albania,2020-08-13,6971,ALB
985,985,Albania,2020-08-14,7117,ALB
986,986,Albania,2020-08-15,7260,ALB
987,987,Albania,2020-08-16,7380,ALB
988,988,Albania,2020-08-17,7499,ALB
989,989,Albania,2020-08-18,7654,ALB
990,990,Albania,2020-08-19,7812,ALB
991,991,Albania,2020-08-20,7967,ALB
992,992,Albania,2020-08-21,8119,ALB
993,993,Albania,2020-08-22,8275,ALB
994,994,Albania,2020-08-23,8427,ALB
995,995,Albania,2020-08-24,8605,ALB
996,996,Albania,2020-08-25,8759,ALB
997,997,Albania,2020-08-26,8927,ALB
998,998,Albania,2020-08-27,9083,ALB
999,999,Albania,2020-08-28,9195,ALB
1000,1000,Albania,2020-08-29,9279,ALB
1001,1001,Albania,2020-08-30,9380,ALB
1002,1002,Albania,2020-08-31,9513,ALB
1003,1003,Albania,2020-09-01,9606,ALB
1004,1004,Albania,2020-09-02,9728,ALB
1005,1005,Albania,2020-09-03,9844,ALB
1006,1006,Albania,2020-09-04,9967,ALB
1007,1007,Albania,2020-09-05,10102,ALB
1008,1008,Albania,2020-09-06,10255,ALB
1009,1009,Albania,2020-09-07,10406,ALB
1010,1010,Albania,2020-09-08,10553,ALB
1011,1011,Albania,2020-09-09,10704,ALB
1012,1012,Albania,2020-09-10,10860,ALB
1013,1013,Albania,2020-09-11,11021,ALB
1014,1014,Albania,2020-09-12,11185,ALB
1015,1015,Albania,2020-09-13,11353,ALB
1016,1016,Albania,2020-09-14,11520,ALB
1017,1017,Albania,2020-09-15,11672,ALB
1018,1018,Albania,2020-09-16,11816,ALB
1019,1019,Albania,2020-09-17,11948,ALB
1020,1020,Albania,2020-09-18,12073,ALB
1021,1021,Albania,2020-09-19,12226,ALB
1022,1022,Albania,2020-09-20,12385,ALB
1023,1023,Albania,2020-09-21,12535,ALB
1024,1024,Albania,2020-09-22,12666,ALB
1025,1025,Albania,2020-09-23,12787,ALB
1026,1026,Albania,2020-09-24,12921,ALB
1027,1027,Albania,2020-09-25,13045,ALB
1028,1028,Albania,2020-09-26,13153,ALB
1029,1029,Albania,2020-09-27,13259,ALB
1030,1030,Albania,2020-09-28,13391,ALB
1031,1031,Albania,2020-09-29,13518,ALB
1032,1032,Albania,2020-09-30,13649,ALB
1033,1033,Albania,2020-10-01,13806,ALB
1034,1034,Albania,2020-10-02,13965,ALB
1035,1035,Albania,2020-10-03,14117,ALB
1036,1036,Albania,2020-10-04,14266,ALB
1037,1037,Albania,2020-10-05,14410,ALB
1038,1038,Albania,2020-10-06,14568,ALB
1039,1039,Albania,2020-10-07,14730,ALB
1040,1040,Albania,2020-10-08,14899,ALB
1041,1041,Albania,2020-10-09,15066,ALB
1042,1042,Albania,2020-10-10,15231,ALB
1043,1043,Albania,2020-10-11,15399,ALB
1044,1044,Albania,2020-10-12,15570,ALB
1045,1045,Albania,2020-10-13,15752,ALB
1046,1046,Albania,2020-10-14,15955,ALB
1047,1047,Albania,2020-10-15,16212,ALB
1048,1048,Albania,2020-10-16,16501,ALB
1049,1049,Albania,2020-10-17,16774,ALB
1050,1050,Albania,2020-10-18,17055,ALB
1051,1051,Albania,2020-10-19,17350,ALB
1052,1052,Albania,2020-10-20,17651,ALB
1053,1053,Albania,2020-10-21,17948,ALB
1054,1054,Albania,2020-10-22,18250,ALB
1055,1055,Albania,2020-10-23,18556,ALB
1056,1056,Albania,2020-10-24,18858,ALB
1057,1057,Albania,2020-10-25,19157,ALB
1058,1058,Albania,2020-10-26,19445,ALB
1059,1059,Albania,2020-10-27,19729,ALB
1060,1060,Albania,2020-10-28,20040,ALB
